REF_DATE,GEO,Violations,Statistics,VALUE
2011,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2076.23
2012,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2236.91
2013,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",2292.95
2014,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1632.9
2015,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1314.46
2016,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1292.11
2017,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1056.5
2018,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1234.71
2019,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",1375.41
2020,Prince Edward Island [11],"Total theft under $5,000 (non-motor vehicle) [240]","Rate per 100,000 population",909.63
2000,Prince Edward Island [11],Fraud [2160],Actual incidents,393
2001,Prince Edward Island [11],Fraud [2160],Actual incidents,371
2002,Prince Edward Island [11],Fraud [2160],Actual incidents,437
2003,Prince Edward Island [11],Fraud [2160],Actual incidents,403
2004,Prince Edward Island [11],Fraud [2160],Actual incidents,406
2005,Prince Edward Island [11],Fraud [2160],Actual incidents,378
2006,Prince Edward Island [11],Fraud [2160],Actual incidents,352
2007,Prince Edward Island [11],Fraud [2160],Actual incidents,260
2008,Prince Edward Island [11],Fraud [2160],Actual incidents,354
2009,Prince Edward Island [11],Fraud [2160],Actual incidents,310
2010,Prince Edward Island [11],Fraud [2160],Actual incidents,334
2011,Prince Edward Island [11],Fraud [2160],Actual incidents,347
2012,Prince Edward Island [11],Fraud [2160],Actual incidents,468
2013,Prince Edward Island [11],Fraud [2160],Actual incidents,438
2014,Prince Edward Island [11],Fraud [2160],Actual incidents,415
2015,Prince Edward Island [11],Fraud [2160],Actual incidents,344
2016,Prince Edward Island [11],Fraud [2160],Actual incidents,580
2017,Prince Edward Island [11],Fraud [2160],Actual incidents,471
2018,Prince Edward Island [11],Fraud [2160],Actual incidents,511
2019,Prince Edward Island [11],Fraud [2160],Actual incidents,577
2020,Prince Edward Island [11],Fraud [2160],Actual incidents,641
2000,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",287.94
2001,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",271.47
2002,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",319.27
2003,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",293.69
2004,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",294.9
2005,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",273.8
2006,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",255.32
2007,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",188.79
2008,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",255.11
2009,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",221.57
2010,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",235.75
2011,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",241.03
2012,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",323.81
2013,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",303.97
2014,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",287.63
2015,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",237.99
2016,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",394.64
2017,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",313.16
2018,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",333.12
2019,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",366.9
2020,Prince Edward Island [11],Fraud [2160],"Rate per 100,000 population",401.57
2000,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,21
2001,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2002,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,11
2003,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,21
2004,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,5
2005,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2006,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,4
2007,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,4
2008,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,0
2009,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2010,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,22
2011,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2012,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,0
2013,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,2
2014,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,0
2015,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2016,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,2
2017,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2018,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,1
2019,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,11
2020,Prince Edward Island [11],Counterfeiting [3420],Actual incidents,10
2000,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",15.39
2001,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.73
2002,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",8.04
2003,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",15.3
2004,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",3.63
2005,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.72
2006,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",2.9
2007,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",2.9
2008,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0
2009,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.71
2010,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",15.53
2011,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.69
2012,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0
2013,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",1.39
2014,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0
2015,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.69
2016,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",1.36
2017,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.66
2018,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",0.65
2019,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",6.99
2020,Prince Edward Island [11],Counterfeiting [3420],"Rate per 100,000 population",6.26
2000,Prince Edward Island [11],Total weapons violations [310],Actual incidents,29
2001,Prince Edward Island [11],Total weapons violations [310],Actual incidents,36
2002,Prince Edward Island [11],Total weapons violations [310],Actual incidents,34
2003,Prince Edward Island [11],Total weapons violations [310],Actual incidents,58
2004,Prince Edward Island [11],Total weapons violations [310],Actual incidents,51
2005,Prince Edward Island [11],Total weapons violations [310],Actual incidents,30
2006,Prince Edward Island [11],Total weapons violations [310],Actual incidents,35
2007,Prince Edward Island [11],Total weapons violations [310],Actual incidents,27
2008,Prince Edward Island [11],Total weapons violations [310],Actual incidents,25
2009,Prince Edward Island [11],Total weapons violations [310],Actual incidents,33
2010,Prince Edward Island [11],Total weapons violations [310],Actual incidents,21
2011,Prince Edward Island [11],Total weapons violations [310],Actual incidents,32
2012,Prince Edward Island [11],Total weapons violations [310],Actual incidents,32
2013,Prince Edward Island [11],Total weapons violations [310],Actual incidents,27
2014,Prince Edward Island [11],Total weapons violations [310],Actual incidents,17
2015,Prince Edward Island [11],Total weapons violations [310],Actual incidents,16
2016,Prince Edward Island [11],Total weapons violations [310],Actual incidents,26
2017,Prince Edward Island [11],Total weapons violations [310],Actual incidents,27
2018,Prince Edward Island [11],Total weapons violations [310],Actual incidents,33
2019,Prince Edward Island [11],Total weapons violations [310],Actual incidents,40
2020,Prince Edward Island [11],Total weapons violations [310],Actual incidents,45
2000,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",21.25
2001,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",26.34
2002,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",24.84
2003,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",42.27
2004,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",37.04
2005,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",21.73
2006,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",25.39
2007,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",19.6
2008,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",18.02
2009,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",23.59
2010,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",14.82
2011,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",22.23
2012,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",22.14
2013,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",18.74
2014,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",11.78
2015,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",11.07
2016,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",17.69
2017,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",17.95
2018,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",21.51
2019,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",25.44
2020,Prince Edward Island [11],Total weapons violations [310],"Rate per 100,000 population",28.19
2011,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,0
2012,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,0
2013,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,0
2014,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,0
2015,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,0
2016,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,20
2017,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,9
2018,Prince Edward Island [11],"Making, or distribution of child pornography [3456]",Actual incidents,22
